ID,Category,Name,Link,Image,Image Hover,Large Image,Description,Ingredients,Alert,Portion,Nutrition Facts,Order,Feature,Featured Image
3966,Veggie Crispy Minis,Quaker<sup>®</sup>Croustilles multigrains avec légumes Crispy Minis<sup>®</sup>Saveur Parmesan et ail rôti ,https://www.crispyminis.ca/fr/products/quaker®-croustilles-multigrains-avec-légumes-crispy-minis®-saveur-parmesan-et-ail-rôti,parmesan_Veggie_Small.png,Parmesan_Veggie_Hover.png,Crispy Minis Parmesan Roasted Garlic Veggie Chips.png,"<p>Les croustilles multigrains Crispy Minis&reg; Légumes, soufflées et faites avec du riz brun à grains entiers et de vrais légumes comme des carottes, des betteraves et des épinards, sont la collation parfaite à savourer sans remords, tous les jours. 90 calories par portion.</p>","CROUSTILLES MULTIGRAINS AVEC LÉGUMES (FARINE DE RIZ BRUN À GRAINS ENTIERS, SEMOULE DE MAÏS [DÉGERMÉ], FARINE DE POMME DE TERRE, POUDRE DE BETTERAVE, POUDRE DE CAROTTE, POUDRE D’ÉPINARDS, SEL, COLORANT), HUILE DE TOURNESOL, ASSAISONNEMENT (SUBSTANCES LAITIÈRES MODIFIÉES, SEL, MALTODEXTRINE DE MAÏS, FROMAGE CHEDDAR [LAIT DE CULTURE, SEL, ENZYMES], SUCRE, ARÔME NATUREL, FINES HERBES, POUDRE D’AIL, EXTRAIT DE LEVURE AUTOLYSÉE, MALTODEXTRINE DE POMME DE TERRE, PAPRIKA, SOLIDES DE CRÈME SURE [SUBSTANCES LAITIÈRES, CULTURE BACTÉRIENNE], POUDRE D’OIGNON, ÉPICES, DIOXYDE DE SILICIUM, PHOSPHATE DISODIQUE, GOMME ARABIQUE, PARMESAN [LAIT DE CULTURE, SEL, ENZYMES]).",Contient des ingrédients du lait.,Teneur par portion de 20 g,"- Calories  80 | 
- Lipides  2.5 g | 4 %
 -- Saturés  0.3 g | 2 %
 -- Trans  0 g | 
- Cholestérol  0 mg |
- Sodium  140 mg | 6 %
- Glucides  15 g | 5 %
 -- Fibres  1 g | 4 %
 -- Sucres  1 g | 
- Protéines  1 g | 
- Vitamine A  | 0 %
- Vitamine C  | 2 %
- Calcium  | 2 %
- Fer  | 2 %
",22,0,
3681,Veggie Crispy Minis,Quaker<sup>®</sup> Croustilles multigrains avec légumes Crispy Minis<sup>®</sup> Vinaigre balsamique et bruschetta,https://www.crispyminis.ca/fr/products/quaker®-croustilles-multigrains-avec-légumes-crispy-minis®-vinaigre-balsamique-et,Balsamic_Veggie_Small.png,Balsamic_Veggie_Hover.png,Crispy Minis Balsamic Bruschetta Veggie Chips.png,"<p>Les croustilles multigrains Crispy Minis&reg; Légumes, soufflées et faites avec du riz brun à grains entiers et de vrais légumes comme des carottes, des betteraves et des épinards, sont la collation parfaite à savourer sans remords, tous les jours. 90 calories par portion.&nbsp;</p>","Croustilles multigrains avec légumes (farine de riz brun à grains entiers, semoule de maïs [dégermé], farine de pomme de terre, poudre de betterave, poudre de carotte, poudre d’épinards, sel, colorant), huile de tournesol , assaisonnement (maltodextrine de maïs, sucre, sel, tomate en poudre, lactosérum [lait], poudre d’oignon, acide citrique, arôme naturel, persil, épices, extrait de levure autolysée, vinaigre balsamique, extrait de paprika, huile de tournesol, dioxide de silicium, silicate de calcium). ",Contient des ingrédients du lait.,Teneur par portion de 20 g (16 croustilles),"- Calories  90 |
- Lipides  3g | 5%
 -- Saturés  0.3g | 2%
 -- Trans  0g | 
- Cholestérol  0mg | 
- Sodium  130mg | 5%
- Glucides  15g | 5%
 -- Fibres  1g | 4%
 -- Sucres  1g |
- Protéines  1g | 
- Vitamine A  | 0%
- Vitamine C  | 2%
- Calcium  | 0%
- Fer  | 2%
",23,1,Veggie_Featured_Product.png
3671,Veggie Crispy Minis,Quaker<sup>®</sup> Croustilles multigrains avec légumes Crispy Minis<sup>®</sup> Fines herbes italiennes et huile d’olive,https://www.crispyminis.ca/fr/products/quaker®-croustilles-multigrains-avec-légumes-crispy-minis®-fines-herbes-italiennes-et-huile,Italian_Veggie_Small.png,ItalianHerbs_Veggie_Hover.png,Crispy Minis Italian Herb Olive Oil Veggie Chips.png,"<p>Les croustilles multigrains Crispy Minis&reg; Légumes, soufflées et faites avec du riz brun à grains entiers et de vrais légumes comme des carottes, des betteraves et des épinards, sont la collation parfaite à savourer sans remords, tous les jours. 90 calories par portion.</p>","Croustilles multigrains avec légumes (farine de riz brun à grains entiers, semoule de maïs [dégermé], farine de pomme de terre, poudre de betterave, poudre de carotte, poudre d’épinards, sel, colorant), huile de tournesol , assaisonnement (maltodextrine de maïs, sucre, sel, tomate en poudre, lactosérum [lait], poudre d’oignon, acide citrique, arôme naturel, persil, épices, extrait de levure autolysée, vinaigre balsamique, extrait de paprika, huile de tournesol, dioxyde de silicium, silicate de calcium). ",Contient des ingrédients du lait.,Teneur par portion de 20 g (10 croustilles),"- Calories  90 |
- Lipides  3g | 5%
 -- Saturés  0.3g | 2%
 -- Trans  0g | 
- Cholestérol | 0mg | 
- Sodium  130mg | 5%
- Glucides  14g | 5%
 -- Fibres  1g | 4%
 -- Sucres  1g | 
- Protéines  1g | 
- Vitamine A  | 0% 
- Vitamine C  | 2% 
- Calcium  | 0%
- Fer  | 2%
",24,0,
3026,Crispy Minis<sup>®</sup>Rice Chips,Quaker<sup>®</sup> Croustilles de riz brun Crispy Minis<sup>®</sup> Style tortilla Saveur Nacho fromagé,https://www.crispyminis.ca/fr/products/quaker-croustilles-de-riz-crispy-minis-de-style-tortilla-saveur-de-nacho-fromage,Crispy Minis Cheesy Nacho Tortilla Rice Chips.png,Nacho_CM_Hover.png,Crispy Minis Cheesy Nacho Tortilla Rice Chips_Large.png,"<p>Les croustilles de riz Crispy Minis&reg; de style tortilla sont une collation délicieusement croustillante à la texture légère. Faites avec des grains tels le riz et le maïs et saupoudrées d&rsquo;un assaisonnement savoureux et intense de nacho fromagé, elles constituent un goûter sain dont vous raffolerez.</p>","Morceaux de riz brun à grains entiers (farine de riz brun à grains entiers, sel, tocophérols), maïs dégermé, assaisonnement (substances laitières modifiées, huile de soya, maltodextrine de maïs, sel, tomate en poudre, poudre d’oignon, glutamate monosodique, arôme naturel, fromage cheddar [lait de culture, sel, enzymes], poudre d’ail, dioxyde de silicium, gomme de guar, guanylate disodique, inosinate disodique, colorant, sucre, épices), huile de tournesol.",Contient des ingrédients du lait et du soya.,Teneur par 20 g portion (10 croustilles),"- Calories  90 |
- Lipides  3 g | 5 %
 -- saturés  0.3 g | 2 %
 -- + Trans  0 g | 
- Cholestérol  0 mg | 
- Sodium  240 mg | 10 %
- Glucides  14 g | 5 %
 -- Fibres  1 g | 4 %
 -- Sucres  1 g | 
- Protéines  1 g | 
- Vitamine A  | 0 %
- Vitamine C  | 0 %
- Calcium  | 0 %
- Fer  | 2 %
",25,0,
1299,Crispy Minis<sup>®</sup>Rice Chips,Quaker<sup>®</sup> Croustilles de riz brun Crispy Minis<sup>®</sup> Style tortilla Saveur Ranch crémeux,https://www.crispyminis.ca/fr/products/quaker-croustilles-de-riz-crispy-minis-de-style-tortilla-saveur-de-ranch-cremeux,Crispy Minis Creamy Ranch Tortilla Rice Chips.png,Ranch_CM_Hover.png,Crispy Minis Creamy Ranch Tortilla Rice Chips_Large.png,"<p>Les croustilles de riz Crispy Minis&reg; de style tortilla sont une collation délicieusement croustillante à la texture légère. Faites avec des grains tels le riz et le maïs et saupoudrées d'un assaisonnement savoureux et intense de ranch crémeux, elles constituent un goûter sain dont vous raffolerez.</p>","Morceaux de riz brun à grains entiers (farine de riz brun à grains entiers, sel, tocophérols), maïs dégermé, assaisonnement
(maltodextrine de maïs, substances laitières modifiées, sel, lactose, poudre d’oignon, tomate en poudre, poudre d’ail, poudre de babeurre, glutamate monosodique, arôme naturel et artificiel, sucre, colorant, dextrose, épices, diacétate de sodium, huile de tournesol, acide malique), huile de tournesol.",Contient des ingrédients du lait.,Teneur par 20 g portion (10 croustilles),"- Calories  90 |
- Lipides  3 g | 5 %
 -- saturés  0.3 g | 2 %
- Cholestérol  0 mg | 
- Sodium  240 mg | 10 %
- Glucides  14 g | 5 %
 -- Fibres  1 g | 4 %
 -- Sucres  1 g | 
- Protéines  1 g | 
- Vitamine A  | 0 %
- Vitamine C  | 0 %
- Calcium  | 0 %
- Fer  | 2 %
",26,0,
1264,Crispy Minis<sup>®</sup>Large Rice Cakes,Quaker<sup>®</sup> Galettes de riz brun Crispy Minis<sup>®</sup> Nature,https://www.crispyminis.ca/fr/products/quaker-galettes-de-riz-crispy-minis-nature,original_CM_SMall.png,Original_RC_Hover.png,Crispy Minis Original Rice Cakes.png,"<p>Savourez la note parfaite de saveur dans une collation croquante qui fait sensation.</p>
<p>Les 35 calories par portion ne devraient pas être prises à la légère non plus. Seules ou avec un accompagnement somptueux, ces galettes de riz soufflé illumineront votre journée.</p>",Riz brun à grains entiers.,"Ne pas réchauffer les galettes ni dans le grille-pain ni au micro-ondes.
Refermer le sac pour préserver la fraîcheur du contenu.",Teneur par 9 g portion (1 galette),"- Calories  35 |
- Lipides  0.4 g | 1 %
 -- saturés  0 g | 0 %
 -- + Trans  0 g | 
- Cholestérol  0 mg | 
- Sodium  0 mg | 0 %
- Glucides  7 g | 2 %
 -- Fibres  0 g | 0 %
 -- Sucres  0 g | 
- Protéines  1 g 
- Vitamine A   | 0 %
- Vitamine C  | 0 %
- Calcium  | 0 %
- Fer  | 2 %
",27,0,
1384,Crispy Minis<sup>®</sup>Large Rice Cakes,Quaker<sup>®</sup> Galettes de riz brun Crispy Minis<sup>®</sup> Saveur de Cheddar Blanc,https://www.crispyminis.ca/fr/products/quaker-galettes-de-riz-crispy-minis-saveur-de-cheddar-blanc,white_cheddar_CM_Small.png,Cheddar_White_RC_Hover.png,Crispy Minis White Cheddar Rice Cakes.png,"<p>Ces galettes faites de riz brun à grains entiers croustillant et saupoudrées de la saveur de cheddar blanc ressemblent à des nuages vaporeux, mais elles n&rsquo;en ont certainement pas le goût. De plus, ces petites gâteries pleines de saveur contiennent 45 calories par portion, ce qui les rend absolument fabuleuses. Vous pouvez même les garnir de fruits délicats, de légumes frais ou de tartinades crémeuses. Les possibilités sont infinies!</p>","Riz brun à grains entiers, maïs dégermé, assaisonnement (fromage cheddar, sel, lactosérum [lait], matière sèche de babeurre, maltodextrine [maïs], arômes naturels et artificiels [oeuf], beurre [lait], amidon de maïs modifié, lait écrémé en poudre, extrait de levure, chlorure de potassium, acide citrique, poudre d’oignon, acide scorbique) lait écrémé en poudre, poudre de babeurre, huile de tournesol, matière sèche de sirop de maïs, beurre (lait), sel, arômes naturels et artificiels (soya, lait, oeuf), amidon de maïs modifié, acide lactique, tocophérols (agent de conservation).","Contient des ingrédients du lait, des oeufs, et du soya.
Ne pas réchauffer les galettes ni dans le grille-pain ni au micro-ondes. Refermer le sac pour préserver la fraîcheur du contenu.",Teneur par 11 g portion (1 galette),"- Calories  45  |
- Lipides  0.5 g | 1 %
 -- Saturés  0.2 g | 1 %
- Cholesterol  0 mg | 
- Sodium  105 mg | 4 %
- Glucides  8 g | 3 %
 -- Fibres  0 g | 0 %
 -- Sucres  1 g |
- Protéines  1 g | 
- Vitamin A  | 0 %
- Vitamin C  | 2 %
- Calcium  | 4 %
- Fer  | 0 %
",28,0,White Cheddar_Featured_Products.png
1274,Crispy Minis<sup>®</sup>Large Rice Cakes,Quaker<sup>®</sup> Galettes de riz brun Crispy Minis<sup>®</sup> Saveur Maïs soufflé au beurre,https://www.crispyminis.ca/fr/products/quaker-galettes-de-riz-crispy-minis-saveur-de-maïs-souffle-au-beurre,Butter_CM_Small.png,Butter_RC_Hover.png,Crispy Minis Butter Popcorn Rice Cakes.png,Vous n’avez pas besoin d’aller au cinéma pour découvrir une superproduction savoureuse. La texture croquante de nos galettes de riz à saveur de maïs soufflé au beurre se produit à guichet fermé partout où elle passe. Ces galettes de riz brun à grains entiers croustillantes peuvent jouer les vedettes ou se faire accompagner. Leurs qualités délectables savent charmer la critique.,"Riz brun à grains entiers, maïs dégermé, sel, arôme naturel (lait).","Contient des ingrédients du lait.
 
Ne pas réchauffer les galettes ni dans le grille-pain ni au micro-ondes.
Refermer le sac pour préserver la fraîcheur du contenu.",Teneur par 9 g portion (1 galette),"- Calories  35 |
- Lipides  0 g | 0%
 -- saturés  0 g | 0 %
 -- + Trans  0 g | 
- Cholestérol  0 mg |
- Sodium  45 mg | 2 %
- Glucides  7 g | 3 %
 -- Fibres  0 g | 0 %
 -- Sucres  0 g | 
- Protéines  1 g | 
- Vitamine A  | 0 %
- Vitamine C  | 0 %
- Calcium  | 0 %
- Fer  | 0 %
",29,0,
1305,Crispy Minis<sup>®</sup>Large Rice Cakes,Quaker<sup>®</sup> Galettes de riz brun Crispy Minis<sup>®</sup> Saveur Caramel et brisures de chocolat,https://www.crispyminis.ca/fr/products/quaker-galettes-de-riz-crispy-minis-saveur-de-caramel-et-de-brisures-de-chocolat,caramel_chocolate_CM_small.png,Caramel_Chocolate_RC_Hover.png,Crispy Minis Caramel Chocolate Chip Rice Cakes.png,<p>Il faut parfois se permettre une folie à l'heure du goûter. Le riz brun à grains entiers soufflé croustillant et les saveurs alléchantes du caramel et du chocolat forment une collation fantastique qui fait sensation. Le plus formidable dans tout ça : cette combinaison croquante contient 60 calories par portion.</p>,"Riz brun à grains entiers, maïs dégermé, sucre liquide, brisures de chocolat au lait (sucre, liqueur de chocolat, lait entier en poudre, beurre de cacao, lécithine de soya, vanilline), fructose, maltodextrine (maïs), cacao, arôme naturels, colorant caramel, sel, lécithine de soya, sulfites.","Contient des ingrédients du lait, du soya et des sulfites.
Ne pas réchauffer les galettes ni dans le grille-pain ni au micro-ondes. Refermer le sac pour préserver la fraîcheur du contenu.",Teneur par 15 g portion (1 galette),"- Calories  60 | 
- Lipides  0.5 g | 1 %
 -- saturés  0.2 g | 1 %
- Cholestérol  0 mg | 
- Sodium  35 mg | 1 %
- Glucides  13 g | 4 %
 -- Fibres  0 g | 0 %
 -- Sucres  4 g | 
- Protéines  1 g | 
- Vitamine A  | 0 %
- Vitamine C  | 0 %
- Calcium  | 0 %
- Fer  | 2 %
- Zinc  | 15 %
",30,0,
1284,Crispy Minis<sup>®</sup>Large Rice Cakes,Quaker<sup>®</sup> Galettes de riz brun Crispy Minis<sup>®</sup> Saveur Tomate savoureuse et basilic,https://www.crispyminis.ca/fr/products/quaker-galettes-de-riz-crispy-minis-saveur-de-tomate-savoureuse-et-de-basilic,tomato_small_CM.png,Tomato_RC_Hover.png,Crispy Minis Savoury Tomato Basil Rice Cakes.png,"Tomate et basilic? On dirait les ingrédients d’une excellente sauce à pizza. Ces galettes de riz croustillantes sont déjà succulentes, mais y superposer les saveurs de vos garnitures à pizza préférées ajoute au plaisir de la collation, en rendant leur goût encore plus exceptionnel.","Riz brun à grains entiers, maïs dégermé, mélange d’assaisonnements (farine de maïs, tomate en poudre, sel, sucre, dextrose, épices, poudre d’ail, extrait de levure autolysée, protéines de canola hydrolysées, acide citrique, huile de soya hydrogénée, phosphate tricalcique, arômes naturels, lactose [lait], colorant caramel, colorant, lécithine de soya), huile de tournesol.","Contient des ingrédients du soya et du lait.
Ne pas réchauffer les galettes ni dans le grille-pain ni au micro-ondes. Refermer le sac pour préserver la fraîcheur du contenu.",Teneur par 12 g portion (1 galette),"- Calories  50 | 
- Lipides  2 g | 3 %
 -- saturés  0.2 g | 1 %
 -- + Trans  0 g | 
- Cholestérol  0 mg | 
- Sodium  105 mg | 4 %
- Glucides  9 g | 3 %
- Fibres  0 g | 
 -- Sucres  1 g | 
- Protéines  1 g | 
- Vitamine A  | 2 %
- Vitamine C  | 0 %
- Calcium  | 0 %
- Fer  | 2 %
",31,0,
1298,Crispy Minis<sup>®</sup>Large Rice Cakes,Quaker<sup>®</sup> Galettes de riz brun Crispy Minis<sup>®</sup> Saveur Maïs au caramel,https://www.crispyminis.ca/fr/products/quaker-galettes-de-riz-crispy-minis-saveur-de-mais-au-caramel,Caramel_CM_Small.png,Caramel_RC_Hover.png,Crispy Minis Caramel Kettlecorn Rice Cakes.png,"Ces galettes de riz brun à grains entiers croustillantes séduisent avec leur goût alléchant de maïs au caramel. Croquez-les nature ou garnissez-les de vos fruits et tartinades préférés. Avec 50 calories par portion, n’hésitez pas à essayer quelque chose de somptueusement différent.","Riz brun à grains entiers, maïs dégermé, sucre, fructose, maltodextrine (maïs), arôme naturel, sel, lécithine de soya.","Contient des ingrédients du soya.
Ne pas réchauffer les galettes ni dans le grille-pain ni au micro-ondes.",Teneur par 13 g portion (1 galette),"- Calories  50 | 
- Lipides  0 g | 0 %
 -- saturés  0 g | 0 %
 -- + Trans  0 mg |
- Cholestérol  0 mg | 
- Sodium  30 mg | 1 %
- Glucides  11 g | 4 %
 -- Fibres  0 g | 0 %
 -- Fibres solubles  3 g | 
 -- Sucres  3 g | 
- Protéines  1 g | 
- Vitamine A  | 0 %
- Vitamine C  | 0 %
- Calcium  | 0 %
- Fer  | 0 %
",32,0,